id_do_caso,continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
EZYV10475,América do Sul,Ensino Superior,S,N,4174,2010,Oeste,51952.09,Ano,S,Aprovado,nova,medio_baixo,2
EZYV10043,América do Norte,Doutorado,N,N,6181,1995,Oeste,93152.55,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV17984,Ásia,Ensino Superior,N,N,-26,2004,Sul,84359.98,Ano,S,Negado,nova,medio_alto,4
EZYV24279,Ásia,Ensino Médio,S,N,1407,2002,Meio-Oeste,167672.22,Ano,S,Aprovado,nova,alto,2
EZYV20979,Ásia,Mestrado,S,N,1921,2008,Meio-Oeste,54009.02,Ano,S,Aprovado,nova,medio_baixo,2
EZYV10738,Ásia,Ensino Médio,N,N,453,2005,Oeste,144049.19,Ano,S,Negado,nova,alto,4
EZYV14925,América do Norte,Mestrado,N,N,1528,1989,Nordeste,133824.8,Ano,N,Aprovado,intermediaria,alto,4
EZYV13984,Ásia,Ensino Superior,S,N,2550,2009,Meio-Oeste,71055.61,Ano,S,Aprovado,nova,medio_alto,2
EZYV11035,Oceania,Ensino Médio,N,N,4332,2005,Nordeste,110241.0,Ano,S,Negado,nova,alto,4
EZYV11912,Ásia,Ensino Superior,S,N,393,1962,Oeste,68353.24,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV18107,Ásia,Mestrado,N,N,1408,1977,Nordeste,89394.88,Ano,S,Negado,intermediaria,medio_alto,4
EZYV7106,Europa,Ensino Médio,N,N,3174,1931,Sul,221.784,Hora,S,Negado,antiga,baixo,4
EZYV350,Ásia,Mestrado,S,N,3213,1924,Meio-Oeste,23272.21,Ano,S,Aprovado,antiga,baixo,2
EZYV19971,Europa,Ensino Superior,S,S,3065,1994,Oeste,898.29,Ano,S,Aprovado,intermediaria,baixo,1
EZYV14350,Ásia,Ensino Superior,N,S,1398,1961,Nordeste,103653.79,Ano,S,Negado,intermediaria,medio_alto,3
EZYV10196,Ásia,Ensino Superior,S,N,3151,1958,Nordeste,425.0178,Hora,S,Negado,intermediaria,baixo,2
EZYV7094,Europa,Mestrado,S,N,4516,1998,Oeste,10277.3,Ano,S,Aprovado,nova,baixo,2
EZYV12,Ásia,Ensino Médio,S,N,4069,2005,Nordeste,70813.09,Ano,S,Negado,nova,medio_alto,2
EZYV3570,Ásia,Mestrado,S,S,1318,1908,Sul,87227.16,Ano,S,Aprovado,antiga,medio_alto,1
EZYV12425,Ásia,Ensino Superior,N,N,3072,1934,Sul,44914.0,Ano,S,Negado,antiga,medio_baixo,4
EZYV23324,América do Norte,Ensino Superior,N,N,2413,1968,Ilha,64402.71,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV10559,Ásia,Mestrado,N,N,1663,1989,Meio-Oeste,72146.55,Ano,S,Negado,intermediaria,medio_alto,4
EZYV2871,Ásia,Mestrado,S,N,2211,2003,Oeste,114979.24,Ano,S,Aprovado,nova,alto,2
EZYV12916,Ásia,Ensino Superior,N,N,449,1960,Oeste,133675.89,Ano,S,Negado,intermediaria,alto,4
EZYV19484,Ásia,Mestrado,S,N,3026,2013,Nordeste,90418.07,Ano,S,Negado,nova,medio_alto,2
EZYV2143,Ásia,Ensino Médio,N,S,1430,1937,Sul,9352.41,Ano,S,Aprovado,antiga,baixo,3
EZYV21011,América do Sul,Doutorado,S,N,4401,1998,Nordeste,39041.64,Ano,S,Aprovado,nova,medio_baixo,2
EZYV21724,Ásia,Doutorado,S,N,691,2001,Sul,87357.2,Ano,S,Aprovado,nova,medio_alto,2
EZYV24044,Ásia,Mestrado,N,N,572,1979,Sul,51374.69,Ano,N,Aprovado,intermediaria,medio_baixo,4
EZYV2566,Ásia,Mestrado,N,N,2857,1995,Oeste,132402.18,Ano,S,Negado,intermediaria,alto,4
EZYV14401,Ásia,Ensino Médio,N,N,522,1817,Sul,36103.32,Ano,S,Negado,antiga,medio_baixo,4
EZYV11647,Europa,Ensino Superior,S,N,1580,1998,Oeste,248668.8,Ano,S,Aprovado,nova,alto,2
EZYV788,América do Norte,Doutorado,N,N,412,2005,Sul,39848.78,Ano,N,Aprovado,nova,medio_baixo,4
EZYV3556,Ásia,Mestrado,S,N,1491,2008,Sul,515.4184,Hora,S,Aprovado,nova,baixo,2
EZYV5160,Ásia,Doutorado,S,S,847,1915,Nordeste,91258.5,Ano,S,Aprovado,antiga,medio_alto,1
EZYV14821,Ásia,Mestrado,S,N,1885,1982,Sul,100105.34,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV15617,Ásia,Ensino Superior,S,N,4148,2003,Sul,60821.64,Ano,S,Aprovado,nova,medio_baixo,2
EZYV10683,América do Norte,Ensino Superior,S,N,1081,1969,Nordeste,661.4007,Hora,S,Negado,intermediaria,baixo,2
EZYV8092,Ásia,Mestrado,S,N,2443,2004,Meio-Oeste,215498.05,Ano,N,Aprovado,nova,alto,2
EZYV4769,Ásia,Ensino Médio,N,N,473,1979,Meio-Oeste,32369.56,Ano,S,Negado,intermediaria,baixo,4
EZYV4944,Ásia,Ensino Médio,S,N,2281,2007,Sul,13481.85,Ano,S,Negado,nova,baixo,2
EZYV5145,Ásia,Ensino Superior,N,S,1577,2003,Oeste,78203.13,Ano,S,Aprovado,nova,medio_alto,3
EZYV23845,Oceania,Ensino Superior,S,N,1985,1968,Meio-Oeste,74959.05,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV2488,Ásia,Ensino Superior,S,N,2663,1885,Nordeste,167509.74,Ano,N,Aprovado,antiga,alto,2
EZYV20975,Ásia,Ensino Superior,N,N,1228,2007,Sul,93425.7,Ano,S,Aprovado,nova,medio_alto,4
EZYV8116,Ásia,Ensino Médio,N,N,1885,1989,Meio-Oeste,60901.64,Ano,N,Negado,intermediaria,medio_baixo,4
EZYV13388,América do Sul,Mestrado,N,N,2662,1877,Nordeste,327.6936,Hora,S,Negado,antiga,baixo,4
EZYV8291,Europa,Doutorado,S,N,4074,1973,Nordeste,74259.66,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV8368,América do Norte,Doutorado,S,N,5951,1987,Oeste,18040.87,Ano,S,Aprovado,intermediaria,baixo,2
EZYV3474,América do Norte,Ensino Superior,S,N,3022,2010,Nordeste,243.2901,Hora,S,Negado,nova,baixo,2
EZYV8790,Ásia,Ensino Superior,S,N,52,1944,Oeste,96635.78,Ano,S,Aprovado,antiga,medio_alto,2
EZYV12403,Ásia,Mestrado,N,N,2644,2001,Nordeste,23957.53,Ano,S,Aprovado,nova,baixo,4
EZYV3227,Ásia,Ensino Superior,S,N,2658,2008,Nordeste,92640.49,Ano,S,Aprovado,nova,medio_alto,2
EZYV23734,Ásia,Ensino Superior,N,N,2182,1871,Oeste,15368.62,Ano,S,Aprovado,antiga,baixo,4
EZYV14391,Ásia,Ensino Superior,S,N,1411,1975,Sul,86292.69,Ano,S,Negado,intermediaria,medio_alto,2
EZYV20085,Ásia,Doutorado,S,N,2379,1998,Nordeste,17515.66,Ano,S,Aprovado,nova,baixo,2
EZYV20595,Ásia,Mestrado,N,N,3873,2005,Sul,238778.59,Ano,N,Aprovado,nova,alto,4
EZYV9121,Ásia,Ensino Superior,S,N,576,1927,Sul,98784.81,Ano,S,Negado,antiga,medio_alto,2
EZYV7799,Ásia,Ensino Superior,S,S,1951,1985,Nordeste,78599.22,Semana,S,Negado,intermediaria,medio_alto,1
EZYV848,América do Norte,Mestrado,N,N,1063,2012,Sul,122.55,Hora,S,Aprovado,nova,baixo,4
EZYV19000,Ásia,Mestrado,N,S,1755,2007,Sul,68968.47,Ano,S,Aprovado,nova,medio_baixo,3
EZYV17872,Ásia,Mestrado,N,N,2100,2000,Oeste,21867.98,Ano,S,Negado,nova,baixo,4
EZYV11821,América do Norte,Mestrado,S,N,2125,2016,Sul,65493.35,Ano,N,Negado,nova,medio_baixo,2
EZYV3097,Europa,Ensino Médio,S,N,3850,1977,Oeste,187.42,Hora,S,Negado,intermediaria,baixo,2
EZYV4963,Europa,Ensino Superior,N,S,1928,1986,Sul,18429.0,Ano,S,Aprovado,intermediaria,baixo,3
EZYV24160,América do Norte,Ensino Superior,S,N,1058,2001,Oeste,65068.1,Ano,S,Aprovado,nova,medio_baixo,2
EZYV8707,Ásia,Mestrado,S,N,1102,1999,Oeste,244758.73,Ano,S,Aprovado,nova,alto,2
EZYV1074,América do Norte,Doutorado,S,N,1807,1928,Oeste,39599.34,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV415,Europa,Doutorado,N,N,4651,1938,Sul,12367.86,Ano,S,Aprovado,antiga,baixo,4
EZYV7898,Ásia,Doutorado,N,S,1392,1968,Sul,92186.94,Ano,S,Aprovado,intermediaria,medio_alto,3
EZYV12668,Europa,Ensino Superior,S,N,1374,2011,Sul,87607.53,Ano,S,Negado,nova,medio_alto,2
EZYV5119,Ásia,Ensino Superior,S,N,2221,2000,Meio-Oeste,101863.05,Ano,S,Aprovado,nova,medio_alto,2
EZYV8673,Europa,Ensino Médio,N,S,1842,1912,Sul,104693.39,Ano,S,Negado,antiga,medio_alto,3
EZYV2594,América do Norte,Mestrado,N,N,1303,2010,Meio-Oeste,42608.2,Ano,S,Aprovado,nova,medio_baixo,4
EZYV13083,Ásia,Ensino Superior,S,N,2242,1987,Sul,69246.29,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV19156,América do Sul,Ensino Médio,N,N,1360,2007,Nordeste,129845.83,Ano,N,Negado,nova,alto,4
EZYV4843,Europa,Mestrado,N,N,3275,1960,Sul,65729.99,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV15816,Europa,Mestrado,N,N,3025,1979,Meio-Oeste,90563.82,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV13813,Europa,Ensino Superior,N,N,2295,1911,Oeste,38038.5,Ano,S,Aprovado,antiga,medio_baixo,4
EZYV6395,Ásia,Ensino Superior,N,N,67550,1971,Meio-Oeste,77096.9,Ano,S,Negado,intermediaria,medio_alto,4
EZYV9180,Ásia,Ensino Superior,S,N,3433,2005,Oeste,67230.4,Ano,S,Negado,nova,medio_baixo,2
EZYV20889,América do Norte,Ensino Superior,N,S,1410,2008,Nordeste,82332.58,Ano,S,Aprovado,nova,medio_alto,3
EZYV21647,América do Norte,Mestrado,N,N,2323,1931,Oeste,101132.65,Ano,S,Aprovado,antiga,medio_alto,4
EZYV15669,Ásia,Ensino Superior,N,N,3257,1998,Nordeste,9018.94,Ano,S,Aprovado,nova,baixo,4
EZYV21738,Ásia,Ensino Superior,S,N,2500,1998,Sul,78956.76,Ano,N,Negado,nova,medio_alto,2
EZYV1640,Ásia,Ensino Superior,S,N,2159,2003,Oeste,93528.66,Mês,S,Aprovado,nova,medio_alto,2
EZYV19401,América do Sul,Ensino Superior,N,S,1239,2001,Nordeste,42686.38,Ano,S,Aprovado,nova,medio_baixo,3
EZYV20470,África,Ensino Superior,N,N,1634,1980,Sul,122353.74,Ano,S,Negado,intermediaria,alto,4
EZYV11891,América do Norte,Ensino Superior,S,N,350,1989,Sul,60295.65,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV21193,Ásia,Ensino Superior,N,S,1232,2003,Sul,141438.55,Ano,S,Aprovado,nova,alto,3
EZYV12899,Ásia,Ensino Superior,S,N,1511,1998,Sul,147846.17,Ano,S,Negado,nova,alto,2
EZYV3160,Ásia,Ensino Superior,N,N,604,2010,Meio-Oeste,118769.38,Ano,S,Negado,nova,alto,4
EZYV12055,Europa,Mestrado,S,N,2302,2005,Sul,45329.68,Ano,S,Aprovado,nova,medio_baixo,2
EZYV2271,Ásia,Ensino Superior,S,S,1252,1999,Oeste,39296.5,Ano,S,Aprovado,nova,medio_baixo,1
EZYV15062,Ásia,Mestrado,S,N,1788,1968,Nordeste,124778.03,Ano,S,Aprovado,intermediaria,alto,2
EZYV20381,Europa,Doutorado,N,S,755,2003,Oeste,53613.59,Ano,S,Negado,nova,medio_baixo,3
EZYV20413,Ásia,Ensino Médio,N,N,1655,2016,Nordeste,538.9966,Hora,S,Negado,nova,baixo,4
EZYV13897,Ásia,Mestrado,N,N,1215,2009,Sul,76691.39,Ano,N,Aprovado,nova,medio_alto,4
EZYV14833,Ásia,Mestrado,S,N,2073,2010,Nordeste,202685.79,Ano,N,Negado,nova,alto,2
EZYV4531,Europa,Doutorado,S,N,4279,2010,Oeste,824.58,Ano,S,Aprovado,nova,baixo,2
EZYV13829,Ásia,Ensino Superior,S,N,863,2009,Sul,148967.73,Ano,S,Aprovado,nova,alto,2
EZYV8158,Europa,Mestrado,N,N,2683,1995,Sul,239.6427,Hora,S,Negado,intermediaria,baixo,4
EZYV2601,Ásia,Mestrado,N,N,2431,1998,Meio-Oeste,134269.43,Ano,S,Negado,nova,alto,4
EZYV20490,Ásia,Ensino Superior,N,N,2734,1974,Nordeste,444.8704,Hora,S,Negado,intermediaria,baixo,4
EZYV1232,Europa,Mestrado,N,S,1029,1988,Nordeste,101522.15,Ano,S,Aprovado,intermediaria,medio_alto,3
EZYV24706,América do Norte,Ensino Médio,N,N,631,2005,Sul,60349.64,Ano,S,Negado,nova,medio_baixo,4
EZYV918,Europa,Mestrado,S,N,34069,2010,Oeste,64445.98,Ano,S,Aprovado,nova,medio_baixo,2
EZYV26,América do Norte,Mestrado,N,N,1100,1997,Meio-Oeste,99489.65,Ano,S,Aprovado,nova,medio_alto,4
EZYV5941,Europa,Ensino Superior,S,S,3328,1978,Nordeste,63455.68,Ano,S,Negado,intermediaria,medio_baixo,1
EZYV21333,Ásia,Ensino Superior,S,N,545,1904,Meio-Oeste,71894.26,Ano,S,Negado,antiga,medio_alto,2
EZYV18588,América do Norte,Ensino Superior,N,S,3954,2003,Sul,80612.43,Ano,S,Aprovado,nova,medio_alto,3
EZYV23895,América do Norte,Doutorado,S,N,4462,1987,Nordeste,90979.75,Ano,S,Negado,intermediaria,medio_alto,2
EZYV11271,Ásia,Ensino Superior,N,N,3963,1988,Nordeste,72290.58,Ano,N,Negado,intermediaria,medio_alto,4
EZYV24975,América do Norte,Mestrado,N,N,2205,1996,Oeste,49920.41,Ano,S,Aprovado,nova,medio_baixo,4
EZYV20199,Ásia,Ensino Superior,S,N,2853,1982,Nordeste,121101.53,Ano,S,Aprovado,intermediaria,alto,2
EZYV4833,Ásia,Mestrado,N,S,3665,2000,Oeste,102511.19,Ano,S,Aprovado,nova,medio_alto,3
EZYV3186,América do Norte,Doutorado,S,N,1582,2004,Sul,185489.36,Ano,S,Aprovado,nova,alto,2
EZYV9115,Europa,Doutorado,N,N,1567,1993,Oeste,39231.86,Ano,S,Aprovado,intermediaria,medio_baixo,4
EZYV23029,Ásia,Mestrado,S,N,4539,1996,Nordeste,60896.15,Ano,S,Aprovado,nova,medio_baixo,2
EZYV24308,Ásia,Mestrado,S,N,835,1992,Sul,58473.39,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV18106,América do Norte,Ensino Superior,S,N,2011,1989,Sul,60249.24,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV17669,Ásia,Ensino Médio,S,N,1121,2009,Sul,32232.48,Ano,S,Aprovado,nova,baixo,2
EZYV16278,Ásia,Ensino Superior,N,N,1375,2002,Meio-Oeste,127110.13,Ano,S,Negado,nova,alto,4
EZYV22987,Ásia,Mestrado,N,N,1888,1962,Nordeste,34756.18,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV91,Ásia,Ensino Médio,S,S,2324,2006,Nordeste,111926.01,Ano,S,Negado,nova,alto,1
EZYV18356,Ásia,Doutorado,S,N,704,1981,Oeste,64717.6,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV17742,Ásia,Doutorado,S,N,4811,1989,Nordeste,31744.55,Ano,S,Aprovado,intermediaria,baixo,2
EZYV24896,Europa,Ensino Superior,S,N,1820,2005,Nordeste,96585.74,Ano,S,Aprovado,nova,medio_alto,2
EZYV3690,Ásia,Ensino Médio,N,N,5585,2007,Sul,111921.54,Ano,S,Negado,nova,alto,4
EZYV7644,Ásia,Ensino Médio,S,N,3804,2012,Nordeste,118795.1,Ano,N,Negado,nova,alto,2
EZYV23665,Europa,Ensino Superior,S,N,3598,2000,Nordeste,49778.69,Ano,S,Aprovado,nova,medio_baixo,2
EZYV21357,Ásia,Ensino Superior,S,N,687,1999,Nordeste,2633.32,Ano,S,Negado,nova,baixo,2
EZYV7346,Europa,Doutorado,S,N,5788,1931,Oeste,6143.66,Ano,S,Aprovado,antiga,baixo,2
EZYV5023,Ásia,Mestrado,S,N,371,1928,Sul,111766.97,Ano,S,Aprovado,antiga,alto,2
EZYV15115,Ásia,Ensino Superior,N,N,25193,2007,Nordeste,105964.61,Ano,S,Negado,nova,medio_alto,4
EZYV11416,Ásia,Mestrado,S,N,1925,1972,Sul,111123.75,Ano,S,Aprovado,intermediaria,alto,2
EZYV2451,Ásia,Ensino Médio,S,N,1329,1959,Sul,267726.09,Ano,S,Aprovado,intermediaria,alto,2
EZYV16027,Ásia,Doutorado,S,N,1978,1947,Sul,460.9642,Hora,S,Aprovado,intermediaria,baixo,2
EZYV14524,Europa,Ensino Médio,S,N,5022,1995,Sul,15710.53,Ano,S,Negado,intermediaria,baixo,2
EZYV5630,África,Mestrado,S,N,5678,1998,Oeste,52047.0,Ano,S,Aprovado,nova,medio_baixo,2
EZYV18387,América do Norte,Doutorado,N,S,764,1995,Nordeste,245599.1,Ano,S,Aprovado,intermediaria,alto,3
EZYV14748,América do Norte,Ensino Superior,S,N,1063,1989,Oeste,41079.5,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV1564,Ásia,Ensino Médio,N,N,1267,1947,Meio-Oeste,91757.45,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV15296,Ásia,Ensino Superior,S,N,3402,1968,Sul,127333.13,Ano,S,Aprovado,intermediaria,alto,2
EZYV1270,Ásia,Mestrado,N,N,12180,2011,Nordeste,61622.91,Ano,N,Negado,nova,medio_baixo,4
EZYV6607,África,Mestrado,N,N,2312,2001,Meio-Oeste,165736.8,Ano,S,Aprovado,nova,alto,4
EZYV14778,América do Norte,Mestrado,S,N,1659,1977,Ilha,105361.83,Ano,S,Negado,intermediaria,medio_alto,2
EZYV9920,Ásia,Ensino Superior,S,S,1232,1992,Nordeste,52181.5,Ano,S,Negado,intermediaria,medio_baixo,1
EZYV23457,Ásia,Ensino Superior,S,N,675,1838,Oeste,91723.11,Ano,S,Aprovado,antiga,medio_alto,2
EZYV22137,América do Norte,Mestrado,S,N,1464,1980,Nordeste,146267.43,Ano,S,Aprovado,intermediaria,alto,2
EZYV11002,Ásia,Ensino Médio,S,N,399,1968,Meio-Oeste,51978.65,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV9862,América do Norte,Mestrado,N,N,1877,1986,Nordeste,185317.27,Ano,N,Aprovado,intermediaria,alto,4
EZYV15936,Ásia,Ensino Superior,S,N,1658,2007,Oeste,110699.34,Ano,S,Aprovado,nova,alto,2
EZYV14191,América do Norte,Mestrado,S,N,1219,1999,Oeste,19080.35,Ano,S,Aprovado,nova,baixo,2
EZYV17585,Ásia,Mestrado,N,N,108,1915,Meio-Oeste,79271.93,Ano,S,Aprovado,antiga,medio_alto,4
EZYV20961,América do Sul,Mestrado,N,N,4866,1998,Oeste,123957.0,Ano,S,Negado,nova,alto,4
EZYV19025,Ásia,Mestrado,N,N,2332,2005,Sul,765.169,Hora,S,Negado,nova,baixo,4
EZYV4593,Ásia,Mestrado,S,N,663,2012,Nordeste,61892.39,Ano,S,Aprovado,nova,medio_baixo,2
EZYV405,Ásia,Ensino Superior,S,N,997,2001,Meio-Oeste,197676.15,Ano,S,Aprovado,nova,alto,2
EZYV9031,Ásia,Ensino Superior,S,N,979,1996,Meio-Oeste,28856.32,Ano,S,Aprovado,nova,baixo,2
EZYV5262,Ásia,Ensino Superior,S,N,1144,2008,Nordeste,52525.41,Ano,S,Negado,nova,medio_baixo,2
EZYV17484,Ásia,Mestrado,N,N,1932,1998,Meio-Oeste,133719.74,Ano,S,Negado,nova,alto,4
EZYV23649,Ásia,Mestrado,N,N,731,2012,Sul,270599.15,Ano,N,Negado,nova,alto,4
EZYV13889,Europa,Mestrado,N,N,631,2011,Sul,78161.7,Ano,N,Aprovado,nova,medio_alto,4
EZYV6680,Ásia,Ensino Superior,N,N,3806,1996,Nordeste,79468.74,Ano,S,Negado,nova,medio_alto,4
EZYV6521,Europa,Ensino Superior,N,S,68236,1998,Oeste,59185.76,Ano,S,Aprovado,nova,medio_baixo,3
EZYV22253,Ásia,Mestrado,N,N,1774,1966,Sul,41881.54,Ano,N,Negado,intermediaria,medio_baixo,4
EZYV15295,Ásia,Ensino Superior,N,N,3090,1973,Oeste,33213.0,Ano,S,Aprovado,intermediaria,baixo,4
EZYV8773,Ásia,Mestrado,N,N,2082,2010,Nordeste,93579.64,Ano,N,Aprovado,nova,medio_alto,4
EZYV16328,Ásia,Mestrado,S,N,1104,2011,Nordeste,25456.79,Ano,S,Aprovado,nova,baixo,2
EZYV24261,Ásia,Ensino Médio,S,N,852,1996,Nordeste,41566.58,Ano,S,Negado,nova,medio_baixo,2
EZYV10679,Ásia,Ensino Superior,S,N,643,1903,Sul,12488.96,Ano,S,Negado,antiga,baixo,2
EZYV3554,Ásia,Ensino Superior,N,N,213,1962,Meio-Oeste,63907.73,Ano,S,Negado,intermediaria,medio_baixo,4
EZYV756,Ásia,Ensino Médio,S,N,1911,2001,Nordeste,18251.1,Ano,S,Negado,nova,baixo,2
EZYV19718,Ásia,Mestrado,S,N,990,1996,Sul,118648.9,Ano,S,Aprovado,nova,alto,2
EZYV1484,Ásia,Ensino Superior,S,N,3664,2004,Nordeste,9454.86,Ano,S,Aprovado,nova,baixo,2
EZYV16586,Ásia,Ensino Superior,S,N,48681,1855,Sul,77605.05,Ano,S,Aprovado,antiga,medio_alto,2
EZYV7551,América do Norte,Ensino Superior,S,N,3784,2000,Sul,80394.57,Ano,S,Aprovado,nova,medio_alto,2
EZYV22599,Europa,Doutorado,N,N,1402,1989,Oeste,75841.08,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV14203,Ásia,Mestrado,S,N,1965,1981,Sul,137475.57,Ano,S,Aprovado,intermediaria,alto,2
EZYV1830,Ásia,Ensino Médio,N,N,1353,1999,Nordeste,463.8686,Hora,S,Negado,nova,baixo,4
EZYV16514,Ásia,Ensino Superior,N,N,744,1969,Nordeste,87644.49,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV10680,Ásia,Ensino Superior,S,N,2933,2001,Oeste,114916.3,Ano,S,Negado,nova,alto,2
EZYV12514,Ásia,Ensino Superior,S,N,164,2003,Oeste,40461.49,Ano,S,Aprovado,nova,medio_baixo,2
EZYV21175,América do Norte,Mestrado,S,N,1694,2006,Meio-Oeste,123993.41,Ano,S,Aprovado,nova,alto,2
EZYV12884,Ásia,Mestrado,S,S,2648,1996,Meio-Oeste,96983.3,Ano,S,Negado,nova,medio_alto,1
EZYV2375,América do Norte,Mestrado,N,N,268,1985,Sul,73670.76,Ano,S,Aprovado,intermediaria,medio_alto,4
EZYV7361,Ásia,Mestrado,N,N,2256,1998,Oeste,59087.27,Ano,S,Aprovado,nova,medio_baixo,4
EZYV19899,Ásia,Mestrado,S,N,723,2006,Oeste,266.7472,Hora,S,Negado,nova,baixo,2
EZYV24426,Ásia,Ensino Superior,S,N,1352,2000,Oeste,72298.87,Ano,N,Aprovado,nova,medio_alto,2
EZYV6055,Ásia,Ensino Superior,S,N,106940,2007,Sul,90143.39,Ano,N,Aprovado,nova,medio_alto,2
EZYV18462,Ásia,Ensino Superior,S,N,1604,1957,Oeste,105.24,Hora,S,Aprovado,intermediaria,baixo,2
EZYV24052,Europa,Mestrado,S,N,3105,2000,Meio-Oeste,132931.71,Ano,S,Aprovado,nova,alto,2
EZYV13201,Ásia,Ensino Superior,S,N,19177,2008,Meio-Oeste,113314.44,Ano,S,Aprovado,nova,alto,2
EZYV2006,América do Norte,Doutorado,S,N,3721,1970,Sul,123919.34,Ano,S,Aprovado,intermediaria,alto,2
EZYV23568,Ásia,Ensino Médio,N,S,5601,2001,Oeste,116878.53,Ano,S,Aprovado,nova,alto,3
EZYV8069,Ásia,Ensino Superior,S,N,53821,2009,Sul,136104.43,Ano,S,Aprovado,nova,alto,2
EZYV12879,América do Sul,Ensino Médio,S,N,1375,1974,Sul,34399.85,Ano,S,Negado,intermediaria,medio_baixo,2
EZYV8240,Ásia,Mestrado,S,N,98447,1838,Oeste,10421.76,Ano,N,Aprovado,antiga,baixo,2
EZYV24340,Ásia,Ensino Médio,S,N,4749,2007,Meio-Oeste,131603.66,Ano,S,Aprovado,nova,alto,2
EZYV2956,Ásia,Ensino Superior,N,S,2532,1985,Nordeste,44346.79,Ano,S,Negado,intermediaria,medio_baixo,3
EZYV18775,Ásia,Mestrado,S,N,572,1946,Meio-Oeste,177109.49,Ano,S,Aprovado,intermediaria,alto,2
EZYV7949,Ásia,Mestrado,N,N,615,2004,Sul,150910.66,Ano,N,Aprovado,nova,alto,4
EZYV11597,América do Norte,Doutorado,S,N,2120,2005,Nordeste,33481.37,Ano,S,Aprovado,nova,baixo,2
EZYV4977,Ásia,Mestrado,S,N,618,1939,Meio-Oeste,116585.34,Ano,S,Aprovado,antiga,alto,2
EZYV19826,África,Mestrado,S,N,1054,1960,Meio-Oeste,99864.15,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV1899,Ásia,Mestrado,S,N,2009,2010,Oeste,1508.72,Ano,S,Aprovado,nova,baixo,2
EZYV6065,Ásia,Ensino Superior,S,N,2227,1822,Nordeste,65363.62,Ano,S,Aprovado,antiga,medio_baixo,2
EZYV18353,Europa,Mestrado,N,N,1702,1953,Oeste,127.89,Ano,S,Aprovado,intermediaria,baixo,4
EZYV8130,Ásia,Ensino Superior,S,N,526,2010,Nordeste,59401.18,Ano,S,Negado,nova,medio_baixo,2
EZYV7314,Ásia,Mestrado,S,N,3895,1904,Oeste,20532.7,Ano,S,Aprovado,antiga,baixo,2
EZYV7862,Ásia,Ensino Médio,S,N,801,2008,Meio-Oeste,86278.28,Ano,S,Negado,nova,medio_alto,2
EZYV24031,Ásia,Mestrado,N,N,2094,2006,Meio-Oeste,84604.87,Ano,S,Aprovado,nova,medio_alto,4
EZYV20650,Ásia,Mestrado,N,N,765,1976,Oeste,55342.12,Ano,N,Aprovado,intermediaria,medio_baixo,4
EZYV6846,Ásia,Doutorado,S,N,1983,1968,Sul,56825.46,Ano,S,Aprovado,intermediaria,medio_baixo,2
EZYV23996,Ásia,Mestrado,S,N,1714,1998,Nordeste,141.57,Hora,S,Negado,nova,baixo,2
EZYV22142,Ásia,Ensino Médio,S,N,147828,2009,Ilha,168385.16,Ano,S,Negado,nova,alto,2
EZYV5507,Ásia,Ensino Superior,S,N,3124,2002,Nordeste,105717.0,Ano,S,Aprovado,nova,medio_alto,2
EZYV21353,América do Norte,Mestrado,S,N,1735,1989,Oeste,29970.61,Ano,S,Negado,intermediaria,baixo,2
EZYV18875,Ásia,Ensino Superior,N,N,3953,1990,Nordeste,24399.77,Ano,S,Aprovado,intermediaria,baixo,4
EZYV11075,Europa,Mestrado,S,N,1704,1971,Meio-Oeste,97838.47,Ano,S,Aprovado,intermediaria,medio_alto,2
EZYV13014,Europa,Ensino Superior,N,N,1031,2013,Nordeste,85546.83,Ano,S,Aprovado,nova,medio_alto,4
EZYV9621,Ásia,Ensino Superior,N,N,1687,1996,Oeste,30010.99,Ano,S,Negado,nova,baixo,4
EZYV24459,América do Norte,Ensino Superior,N,N,559,2004,Nordeste,84200.89,Ano,N,Negado,nova,medio_alto,4
