continente,educacao_do_empregado,tem_experiencia_de_trabalho,requer_treinamento_de_trabalho,num_de_empregados,ano_de_estabelecimento,regiao_de_emprego,salario_prevalecente,unidade_de_salario,posicao_em_tempo_integral,status_do_caso,cat_empresa,cat_salario,cat_experiencia
5,3,1,0,781,1944,4,124449.18,0,1,1,0,0,2
5,3,0,0,3346,1998,3,106798.73,0,1,1,2,2,4
5,2,0,0,1404,1831,1,35226.78,0,1,1,0,3,4
5,3,1,0,1713,1834,2,75478.04,0,1,1,0,2,2
5,2,1,0,1927,2000,2,123480.07,0,1,0,2,0,2
2,2,1,0,379,1903,4,88498.28,0,1,0,0,2,2
5,3,0,0,4669,2000,4,768.4136,1,1,0,2,1,4
5,2,0,0,990,1984,1,172343.56,0,1,1,1,0,4
5,2,1,0,4566,2007,1,144447.57,0,1,1,2,0,2
0,3,0,0,2631,2003,4,116591.96,0,1,0,2,0,4
5,3,1,0,3675,2003,1,108795.99,0,1,1,2,0,2
0,3,1,0,816,1989,2,103005.06,0,0,0,1,2,2
0,1,0,0,3512,2009,4,697.5118,1,1,0,2,1,4
5,3,0,0,2154,2001,2,124015.94,0,0,1,2,0,4
5,2,1,1,4224,1994,2,219968.65,0,1,1,1,0,1
0,3,1,0,1926,1801,3,104281.71,0,1,1,0,2,2
5,2,0,0,4829,1988,1,79886.48,0,1,1,1,2,4
2,3,0,0,1977,2001,3,44358.41,0,1,1,2,3,4
5,2,1,1,1865,1865,2,69111.47,0,1,1,0,3,1
5,3,1,0,2333,1984,4,130.63,1,1,1,1,1,2
2,2,0,0,10284,2001,4,117379.51,0,1,1,2,0,4
0,3,0,0,1902,1855,4,87011.67,0,1,1,0,2,4
0,2,0,0,3327,2004,4,84501.04,0,1,1,2,2,4
5,3,1,0,3291,2001,4,47955.63,0,1,1,2,3,2
5,1,1,0,160,2001,3,166613.9,0,1,0,2,0,2
1,0,0,1,46,1998,2,34446.65,0,1,1,2,3,3
2,0,1,0,35719,2013,3,1075.92,0,1,1,2,1,2
5,3,1,0,502,1985,4,98252.04,0,1,1,1,2,2
0,3,1,0,2396,2001,2,66699.96,0,1,1,2,3,2
0,2,0,0,1905,2012,4,62561.71,0,0,1,2,3,4
5,0,1,0,4226,2004,1,95860.96,0,1,1,2,2,2
2,1,0,0,1139,1989,3,126928.13,0,1,0,1,0,4
5,3,1,0,2178,1998,2,497.0797,1,1,1,2,1,2
2,3,1,1,581,1873,2,128559.73,0,1,1,0,0,1
5,3,1,0,5144,2005,1,75044.57,0,1,1,2,2,2
0,3,1,0,817,2013,1,80653.36,0,1,1,2,2,2
5,0,0,0,4851,1980,4,986.5337,1,1,1,1,1,4
2,2,1,0,5170,1979,2,89875.48,0,1,1,1,2,2
5,3,0,0,921,2002,1,71738.38,0,1,1,2,2,4
2,0,0,0,1000,2008,4,10164.72,0,1,1,2,1,4
2,0,0,0,1036,1986,2,37593.03,0,1,1,1,3,4
5,1,0,0,2396,1991,2,144551.3,0,1,1,1,0,4
5,3,1,0,2490,1970,3,276894.08,0,0,1,1,0,2
5,2,0,0,2164,2010,4,64254.1,0,1,0,2,3,4
0,3,0,0,5345,1998,2,79419.0,0,1,1,2,2,4
0,3,1,0,2837,1855,4,18540.94,0,1,1,0,1,2
5,3,1,0,355726,2001,1,134393.91,0,0,1,2,0,2
3,0,0,0,1042,1923,1,9442.41,0,1,1,0,1,4
5,1,1,0,19331,2001,1,1212.96,0,1,1,2,1,2
5,3,1,0,5019,2012,3,87405.48,0,0,1,2,2,2
4,1,1,0,2653,1941,1,94768.17,0,1,0,0,2,2
2,3,1,0,2601,1928,4,64469.58,0,1,1,0,3,2
5,3,1,0,1435,1901,3,59539.6,0,1,1,0,3,2
5,2,0,0,3518,1873,4,127084.5,0,1,1,0,0,4
5,2,1,0,1124,2007,3,142375.23,0,1,1,2,0,2
2,0,1,1,1988,2000,4,40404.38,0,1,1,2,3,1
0,3,0,0,58,2013,2,75017.91,0,1,0,2,2,4
5,2,0,0,871,1963,2,97941.58,0,1,1,1,2,4
2,0,1,0,4642,1994,4,60897.69,0,1,1,1,3,2
5,2,1,0,1132,2010,4,47839.37,0,1,1,2,3,2
0,2,1,0,2434,1998,4,110198.5,0,1,0,2,0,2
5,1,1,1,2310,1997,2,32932.77,0,1,0,2,1,1
5,3,1,0,4876,2008,4,29887.03,0,1,1,2,1,2
5,2,1,0,2193,2010,1,230919.67,0,1,1,2,0,2
5,1,0,0,2221,1973,2,140100.65,0,1,0,1,0,4
5,3,1,1,2464,2004,2,111100.53,0,1,1,2,0,1
5,3,1,0,3637,2009,2,135841.43,0,0,1,2,0,2
5,2,1,0,2649,2007,3,39764.41,0,0,1,2,3,2
5,2,0,0,1632,1985,1,77285.02,0,1,1,1,2,4
5,2,0,0,1475,2000,1,44989.55,0,1,0,2,3,4
5,2,1,0,2249,2002,2,49179.36,0,1,0,2,3,2
5,2,0,0,5978,1886,3,69851.5,0,0,0,0,3,4
0,2,0,0,2440,1987,2,652.8175,1,1,0,1,1,4
5,3,0,0,1388,1983,2,74587.02,0,1,1,1,2,4
2,3,0,0,1200,2001,4,39245.84,0,1,1,2,3,4
5,3,0,1,545,1855,4,66324.69,0,1,1,0,3,3
5,2,1,0,4992,1977,1,63156.03,0,1,1,1,3,2
2,2,1,0,1724,2015,3,49003.05,0,1,1,2,3,2
5,2,1,0,1377,1993,3,57439.52,0,1,1,1,3,2
2,1,0,0,3787,2013,4,44688.37,0,1,0,2,3,4
5,3,1,0,3519,2004,3,7315.4,0,1,1,2,1,2
2,0,0,0,2214,2012,2,211469.45,0,1,1,2,0,4
5,2,0,0,4989,1990,2,122630.54,0,1,0,1,0,4
4,3,1,0,3771,2003,3,123870.96,0,1,1,2,0,2
5,2,1,0,693,1988,2,32870.46,0,1,1,1,1,2
5,0,0,1,2323,1979,4,108690.79,0,1,1,1,0,3
0,2,1,0,1105,1962,3,60561.95,0,1,1,1,3,2
5,2,0,0,953,1838,2,66379.39,0,0,0,0,3,4
0,3,1,0,1584,1977,2,46927.41,0,0,1,1,3,2
2,0,0,0,4081,2010,3,12416.9,0,1,1,2,1,4
0,0,1,0,5774,1987,2,24747.86,0,1,0,1,1,2
5,1,1,0,4661,1986,3,121281.42,0,1,1,1,0,2
5,3,1,0,720,1999,1,137154.34,0,1,1,2,0,2
5,2,1,0,4264,2011,1,13858.11,0,1,1,2,1,2
2,2,0,0,211,1911,3,18937.37,0,1,1,0,1,4
5,3,1,0,10301,1998,1,52766.14,0,1,1,2,3,2
2,1,0,0,518,1857,3,43240.74,0,1,1,0,3,4
5,2,0,0,3012,2000,1,114356.11,0,1,0,2,0,4
1,3,1,0,4820,1985,2,246806.65,0,0,1,1,0,2
5,3,1,0,4704,1975,4,4545.14,0,0,0,1,1,2
5,3,1,0,2421,2001,1,98602.35,0,1,1,2,2,2
0,0,1,1,3922,2011,4,50126.67,0,1,1,2,3,1
5,1,0,1,1856,2003,3,228715.49,0,1,0,2,0,3
5,2,0,1,3250,1999,3,122195.12,0,1,1,2,0,3
0,3,1,0,2136,1998,2,61843.69,0,1,0,2,3,2
5,3,1,0,2190,1839,3,56618.56,0,1,1,0,3,2
0,1,1,0,616,1993,1,67954.38,0,1,0,1,3,2
5,2,1,0,1403,1999,2,61831.45,0,1,1,2,3,2
5,3,0,0,3251,2007,2,69089.42,0,0,0,2,3,4
2,3,1,0,1979,1970,2,29595.12,0,1,1,1,1,2
5,3,1,0,112639,1988,3,47791.21,0,1,1,1,3,2
5,3,0,0,442,1985,1,121496.2,0,0,1,1,0,4
0,2,1,1,2888,1999,3,129628.39,0,1,0,2,0,1
5,2,1,1,12554,1896,4,89331.62,0,1,0,0,2,1
2,2,1,0,1504,2001,3,10357.93,0,1,1,2,1,2
5,1,0,0,5176,1985,2,569.3517,1,1,0,1,1,4
5,2,0,0,2548,2007,2,19400.7,0,1,0,2,1,4
5,2,1,1,93173,2001,4,65321.58,0,1,1,2,3,1
5,2,1,0,878,2002,4,72473.47,0,1,0,2,2,2
5,3,0,0,594,2000,1,87483.21,0,1,1,2,2,4
5,1,1,0,2825,1989,3,71917.21,0,1,0,1,2,2
2,2,1,1,364,2013,3,223098.15,0,0,1,2,0,1
0,1,0,0,19524,1975,3,135400.79,0,1,0,1,0,4
5,2,1,0,4545,2005,4,67266.28,0,1,1,2,3,2
5,3,0,0,1388,2004,1,84475.36,0,1,1,2,2,4
1,2,0,0,1072,2001,4,111.82,1,1,0,2,1,4
0,2,0,0,672,2013,4,12759.7,0,1,1,2,1,4
0,2,0,0,2794,1975,2,33050.65,0,1,1,1,1,4
5,3,1,0,1726,1984,1,145363.03,0,1,1,1,0,2
1,2,0,1,2113,1968,2,131479.38,0,1,0,1,0,3
5,2,1,0,1016,1964,2,123931.2,0,1,1,1,0,2
5,3,0,1,1031,2014,2,220448.17,0,0,0,2,0,3
5,3,0,0,415,1838,3,41351.43,0,1,1,0,3,4
0,2,1,0,1383,2000,2,77.4976,1,1,0,2,1,2
5,3,1,0,1231,2013,1,59730.91,0,1,1,2,3,2
5,2,1,0,1137,1900,3,72782.72,0,1,1,0,2,2
2,2,0,1,4353,1972,3,159633.36,0,1,1,1,0,3
5,2,0,0,1684,2006,2,52034.74,0,0,0,2,3,4
5,3,0,0,263,1994,1,92848.49,0,1,1,1,2,4
0,2,0,0,4745,2003,2,130362.86,0,0,0,2,0,4
5,3,0,0,3694,1818,3,123087.21,0,1,0,0,0,4
5,3,0,0,557,1963,2,58542.48,0,0,1,1,3,4
5,3,1,0,69,1963,1,51032.22,0,1,1,1,3,2
5,2,0,1,716,1976,3,75650.04,3,1,1,1,2,3
5,3,1,0,2022,1953,2,93877.27,0,1,1,1,2,2
5,3,0,0,2551,2000,4,11282.96,0,0,1,2,1,4
1,2,1,0,110,2010,3,110308.6,0,1,0,2,0,2
5,3,1,0,3605,2010,2,26883.17,0,1,1,2,1,2
5,0,0,0,3878,2003,3,87781.32,0,1,1,2,2,4
5,2,1,0,1192,2000,2,99990.96,0,1,1,2,2,2
5,2,0,0,3430,1976,2,118086.76,0,0,0,1,0,4
5,2,0,1,3354,1952,4,51889.65,0,1,0,1,3,3
5,3,0,0,1025,2004,1,100224.85,0,1,1,2,2,4
5,2,1,0,3495,1971,4,132821.07,0,1,1,1,0,2
2,0,1,1,5270,1988,2,11937.86,0,1,1,1,1,1
5,3,1,0,222,1931,2,103056.25,0,1,1,0,2,2
2,2,0,0,5117,1984,3,60624.78,0,1,0,1,3,4
5,3,1,0,3224,2003,2,131557.74,0,1,1,2,0,2
5,3,0,0,4370,1960,3,117397.66,0,0,1,1,0,4
5,2,1,0,19619,1981,2,20551.77,0,1,1,1,1,2
0,2,0,1,864,1915,4,157842.33,0,1,0,0,0,3
0,2,0,0,85,1999,2,330.3743,1,1,0,2,1,4
5,1,1,0,1448,1961,4,98577.27,0,0,1,1,2,2
2,3,1,0,1826,2003,3,22532.21,0,1,1,2,1,2
5,3,0,0,3807,1998,2,109780.64,0,1,1,2,0,4
0,3,0,0,412,2010,3,27656.02,0,1,0,2,1,4
5,0,0,0,32,2012,4,163771.16,0,1,0,2,0,4
5,2,0,1,690,2011,1,360.0767,1,1,1,2,1,3
5,3,1,0,1533,1996,4,125096.16,0,1,1,2,0,2
2,2,0,0,2215,2000,3,19618.82,0,1,1,2,1,4
5,3,1,0,5328,2006,1,55597.72,0,0,1,2,3,2
5,1,1,0,2524,1991,4,113.09,1,1,0,1,1,2
2,0,1,0,1822,2012,4,77372.83,0,1,1,2,2,2
5,1,0,0,3335,1989,1,90410.07,0,1,0,1,2,4
5,2,1,1,295,2015,3,88745.14,0,1,1,2,2,1
2,0,1,0,5264,1992,3,36056.83,0,1,1,1,3,2
2,3,1,0,2965,2012,3,20652.01,0,1,1,2,1,2
5,1,1,0,491,2004,2,110924.43,0,1,0,2,0,2
2,0,1,0,3207,1839,2,104368.64,0,1,1,0,2,2
5,3,1,0,3068,1990,4,44022.48,0,0,1,1,3,2
5,2,1,0,1964,2006,3,847.3708,1,1,0,2,1,2
5,3,1,0,2256,2013,4,105821.36,0,1,1,2,2,2
5,3,1,1,2649,2008,2,54121.98,0,1,1,2,3,1
5,0,1,0,2160,1989,2,27355.23,0,1,1,1,1,2
5,2,1,1,1393,1998,4,199324.37,0,1,1,2,0,1
1,3,1,0,1883,2001,4,15017.34,0,1,1,2,1,2
5,3,0,1,31,1980,4,229494.55,0,1,1,1,0,3
4,0,1,0,3410,1987,2,165216.93,0,1,1,1,0,2
5,2,1,0,3782,2003,2,30849.39,0,1,0,2,1,2
5,3,1,0,200,2012,3,117289.19,0,0,1,2,0,2
5,3,1,0,3513,2006,1,153235.36,0,1,1,2,0,2
5,3,1,0,1587,1948,4,48672.04,0,1,1,1,3,2
5,2,0,0,350,1999,3,52708.74,0,1,1,2,3,4
0,3,0,0,3141,1997,3,55177.78,0,1,0,2,3,4
5,1,0,0,2888,1993,2,110594.85,0,1,0,1,0,4
5,2,0,0,110691,2003,2,5822.79,0,1,0,2,1,4
5,1,1,0,368,1998,3,118826.99,0,1,1,2,0,2
5,2,0,1,2017,1989,4,46368.11,0,1,1,1,3,3
5,2,1,0,600,2001,1,103423.02,0,1,1,2,2,2
5,2,0,1,5706,2013,3,52185.91,0,1,1,2,3,3
2,2,1,0,5762,1998,3,2609.42,0,1,1,2,1,2
2,3,1,0,2067,2007,3,107232.05,0,1,1,2,2,2
5,3,1,0,119,2003,3,259.4118,1,1,1,2,1,2
5,3,1,0,1551,1995,2,38130.4,0,0,0,1,3,2
5,3,1,0,3420,2010,4,138714.84,0,1,1,2,0,2
5,3,1,0,7015,2012,2,87975.29,0,1,1,2,2,2
5,3,1,0,1480,1998,1,24551.95,0,1,1,2,1,2
2,2,0,1,1307,1997,4,56767.88,0,1,1,2,3,3
5,1,1,0,450,1994,2,99341.35,0,1,1,1,2,2
2,1,0,0,4132,2009,2,40677.71,0,1,1,2,3,4
5,2,1,0,2897,1905,1,42988.26,0,1,1,0,3,2
5,2,1,0,623,1893,1,8968.81,0,1,0,0,1,2
5,0,1,0,2621,1935,4,55900.49,3,1,0,0,3,2
2,3,1,0,1980,2004,1,94755.41,0,1,1,2,2,2
0,2,1,0,3094,1979,2,45589.85,0,1,1,1,3,2
5,3,0,0,2482,2001,4,55572.77,0,0,1,2,3,4
5,2,0,0,3655,1975,3,178617.39,0,1,0,1,0,4
2,0,1,0,3314,1977,3,26139.02,0,1,1,1,1,2
2,0,1,0,2608,1981,2,64224.7,0,1,1,1,3,2
5,3,1,0,2223,1960,3,102344.62,0,1,1,1,2,2
2,2,0,0,13510,1836,2,53745.53,0,1,1,0,3,4
5,3,0,0,2114,1968,1,79217.68,0,1,0,1,2,4
0,3,1,0,929,1985,0,48516.08,0,1,1,1,3,2
5,2,1,0,22304,2002,1,211527.06,0,1,1,2,0,2
5,1,1,0,3453,1993,2,10804.93,0,1,0,1,1,2
5,2,0,0,494,2010,3,774.708,1,1,0,2,1,4
5,2,1,0,2405,2003,1,145919.81,0,1,1,2,0,2
4,3,0,0,1427,1984,3,58594.99,0,1,1,1,3,4
0,2,1,0,3053,2004,4,28257.56,0,1,0,2,1,2
5,0,0,0,1905,1932,4,285.1525,1,1,0,0,1,4
2,0,0,1,2765,2011,3,103524.01,0,1,1,2,2,3
1,2,1,0,956,1996,4,91261.7,0,0,0,2,2,2
5,1,1,0,2267,2001,4,50043.22,0,1,0,2,3,2
5,3,1,0,1308,1962,2,89567.66,0,1,1,1,2,2
2,1,1,0,2389,2000,3,55123.36,0,1,0,2,3,2
5,3,0,0,63,1997,2,78553.09,0,1,0,2,2,4
2,2,0,0,994,2005,3,79652.4,0,1,1,2,2,4
5,2,1,0,636,2000,2,46662.49,0,1,1,2,3,2
5,2,0,1,704,2013,4,84801.63,0,1,1,2,2,3
5,3,1,0,436,2013,4,1592.93,0,0,1,2,1,2
0,0,0,0,1865,1997,2,18275.8,0,1,1,2,1,4
5,3,0,1,346,2005,2,119486.97,0,1,1,2,0,3
1,3,0,0,2139,1848,3,15247.48,0,1,0,0,1,4
3,2,0,1,3974,2004,4,104042.52,0,1,1,2,2,3
5,3,1,0,11843,2013,4,63117.5,0,1,1,2,3,2
5,2,0,1,4566,1963,4,133743.63,0,1,1,1,0,3
5,3,1,0,1829,1831,4,46335.66,0,1,1,0,3,2
5,3,1,1,1006,1931,4,735.97,0,1,1,0,1,1
5,3,0,0,1751,2004,1,53587.75,0,1,0,2,3,4
5,2,0,0,2246,1891,3,26851.36,0,1,0,0,1,4
0,3,1,0,2408,1947,3,3688.51,0,1,0,1,1,2
5,3,0,0,4980,2005,4,76156.38,0,0,1,2,2,4
2,3,1,0,1777,1977,4,128902.6,0,1,1,1,0,2
5,3,1,0,4507,2011,2,112341.24,0,0,1,2,0,2
5,3,1,0,1438,1995,1,80113.88,0,1,1,1,2,2
5,2,1,0,1560,2005,2,67957.66,0,1,1,2,3,2
5,2,0,0,310,1864,1,37325.28,0,1,1,0,3,4
5,3,0,0,1744,2013,2,77130.38,0,0,0,2,2,4
5,3,1,0,1379,2010,1,43501.55,0,1,1,2,3,2
5,2,1,0,348,2009,3,85015.65,0,0,1,2,2,2
2,0,1,0,2644,2004,3,41850.56,0,1,1,2,3,2
5,1,1,0,739,1939,3,24564.21,0,1,0,0,1,2
5,2,0,0,3164,1994,2,101.22,1,1,0,1,1,4
5,2,0,0,2506,2005,1,63910.55,0,1,1,2,3,4
0,2,1,0,100,2004,4,37798.6,0,1,1,2,3,2
5,2,0,0,3421,1998,1,203055.77,0,1,1,2,0,4
0,3,0,0,196,1999,2,78957.67,0,1,0,2,2,4
5,3,1,0,2380,2005,4,10794.26,0,1,1,2,1,2
5,3,1,0,3869,2015,4,106678.32,0,1,1,2,2,2
5,3,0,0,5117,1994,3,92963.56,0,1,0,1,2,4
5,2,1,1,2055,1857,3,77925.57,0,1,1,0,2,1
5,0,1,0,48469,1976,2,242507.42,0,1,0,1,0,2
2,2,1,0,2586,1999,2,9801.82,0,1,1,2,1,2
5,3,0,1,259,1998,4,22800.25,0,1,1,2,1,3
5,3,1,0,25904,1958,4,114836.37,0,1,1,1,0,2
0,2,0,1,433,1912,3,123018.45,0,1,0,0,0,3
0,0,1,0,672,1968,3,45434.37,0,1,0,1,3,2
5,1,1,1,1921,1968,2,101147.76,0,1,0,1,2,1
5,3,0,1,572,2013,4,198620.39,0,1,1,2,0,3
5,3,0,1,2380,1997,2,171059.56,0,1,0,2,0,3
4,2,1,0,1368,1963,2,288.124,1,1,0,1,1,2
5,2,0,0,545,2011,2,101532.85,0,1,1,2,2,4
5,2,0,0,1131,1990,1,73677.94,0,1,0,1,2,4
2,2,0,0,5501,2003,2,42332.42,0,1,1,2,3,4
5,3,1,0,1389,1977,4,57812.55,3,1,0,1,3,2
5,2,1,0,444,2012,4,35378.68,0,1,0,2,3,2
5,3,0,0,1777,1891,3,62051.71,0,1,0,0,3,4
5,3,0,0,471,2001,4,179426.93,0,1,1,2,0,4
2,2,1,0,58,2010,3,6977.36,0,1,1,2,1,2
0,3,1,0,1785,2004,3,10467.38,0,1,0,2,1,2
0,3,0,0,5069,1998,1,59368.0,0,0,0,2,3,4
0,3,0,0,5572,1975,3,76632.04,0,0,1,1,2,4
5,3,1,1,46735,1997,1,36326.32,0,1,1,2,3,1
5,1,1,0,957,1999,4,46332.26,0,1,1,2,3,2
5,2,1,0,1286,1993,2,79784.75,0,1,0,1,2,2
5,3,1,0,3426,1847,4,70683.05,0,1,1,0,2,2
2,3,0,0,564,1994,3,85910.33,0,1,0,1,2,4
5,3,1,0,5107,1998,2,38609.07,0,1,1,2,3,2
5,1,1,0,2491,1841,4,98292.99,0,1,0,0,2,2
2,0,1,0,1869,1946,2,72280.91,0,1,1,1,2,2
5,2,0,0,1224,1965,2,961.1867,1,1,0,1,1,4
5,1,0,0,1530,2000,4,69910.57,0,1,0,2,3,4
0,2,0,0,3191,1977,3,170236.68,0,1,1,1,0,4
5,2,0,1,1708,1989,3,65097.53,0,1,1,1,3,3
5,3,1,0,3135,1977,1,24412.58,0,1,1,1,1,2
5,1,0,0,1336,2004,3,93153.75,0,1,0,2,2,4
5,3,1,0,4313,2006,2,155116.83,0,0,1,2,0,2
4,3,1,0,1277,1993,4,117223.69,0,1,1,1,0,2
5,3,1,0,5483,2003,3,48943.43,0,1,1,2,3,2
5,2,1,0,2661,2008,2,122814.02,0,1,1,2,0,2
5,1,1,0,727,1999,3,56122.45,0,1,0,2,3,2
5,3,0,0,172,2007,1,80512.92,0,1,1,2,2,4
5,0,1,0,1274,2001,1,116873.37,0,1,1,2,0,2
0,3,1,0,955,1978,1,121838.73,2,1,0,1,0,2
5,2,1,0,4698,1985,4,71967.86,0,1,1,1,2,2
5,2,1,0,103,1920,1,72477.57,0,1,1,0,2,2
5,1,0,0,2149,2000,3,112.16,1,1,1,2,1,4
5,3,0,0,704,2012,0,152248.86,0,1,1,2,0,4
5,2,1,0,1194,1998,4,105225.88,0,1,1,2,2,2
0,3,0,0,2468,2006,4,232.808,1,1,0,2,1,4
5,2,1,0,2527,2003,2,59199.04,0,1,1,2,3,2
0,2,0,0,44787,1838,3,896.0618,1,1,1,0,1,4
5,2,1,0,4959,1947,4,73108.42,3,1,1,1,2,2
5,3,1,0,2801,1999,3,111258.45,0,1,1,2,0,2
5,2,1,0,1219,1996,1,29022.98,0,1,1,2,1,2
2,0,1,0,386,1993,0,44820.86,0,1,1,1,3,2
5,3,1,0,4765,1938,1,105605.28,0,1,1,0,2,2
5,1,1,1,299,1989,4,69151.54,0,1,0,1,3,1
4,2,0,0,5444,1994,2,49475.13,0,1,0,1,3,4
0,2,0,0,27752,2012,2,49474.81,0,1,1,2,3,4
5,3,0,0,1191,1951,4,92834.61,0,1,1,1,2,4
5,3,1,0,3013,1993,1,47266.97,0,0,0,1,3,2
5,0,0,0,3326,1939,2,38694.74,0,1,0,0,3,4
5,3,0,0,2858,1911,4,121123.08,0,0,1,0,0,4
5,3,1,0,3085,2003,3,46738.47,0,1,0,2,3,2
5,3,1,0,2701,1946,4,80461.55,0,1,1,1,2,2
5,1,1,0,3091,2012,3,144.56,1,1,0,2,1,2
0,3,1,0,5911,1998,3,105910.01,0,0,1,2,2,2
5,2,0,0,270,1983,3,75549.71,0,1,1,1,2,4
5,2,0,1,549,1994,4,112505.19,0,1,1,1,0,3
5,3,0,1,607,2010,4,76079.65,0,1,1,2,2,3
2,1,0,0,1341,2005,4,104041.86,0,1,0,2,2,4
5,1,0,0,2647,1985,4,69254.2,0,1,0,1,3,4
5,0,1,0,562,2009,1,2469.59,0,1,1,2,1,2
2,3,0,0,1179,2004,1,83934.65,3,1,1,2,2,4
5,2,1,0,3408,1930,1,67744.54,0,0,1,0,3,2
5,3,0,0,997,2011,2,7239.08,0,1,0,2,1,4
0,2,0,1,29448,2011,1,54284.44,0,1,1,2,3,3
5,2,1,0,3416,1882,3,21393.35,0,1,0,0,1,2
5,1,0,0,1789,1997,1,75130.94,0,1,1,2,2,4
2,2,0,0,2440,1994,3,30409.94,0,1,1,1,1,4
2,2,0,0,30328,2001,4,54306.35,0,1,1,2,3,4
5,2,0,0,1913,1999,3,91028.46,0,1,1,2,2,4
0,1,0,0,1577,1868,1,148993.82,0,1,1,0,0,4
5,2,1,0,5070,1997,1,55475.32,0,1,1,2,3,2
5,3,1,0,159,1995,2,101076.71,0,0,1,1,2,2
5,0,0,1,3441,1984,3,87360.02,0,1,1,1,2,3
2,2,0,0,111922,1978,3,107056.16,0,1,1,1,2,4
4,2,1,0,520,1997,1,55753.89,0,1,1,2,3,2
2,0,0,1,4020,1892,4,64325.43,0,1,1,0,3,3
5,2,0,0,70082,1994,0,100004.98,0,1,1,1,2,4
5,3,1,0,393,1899,1,160477.79,0,1,1,0,0,2
5,2,0,1,373,2008,3,43709.58,0,1,1,2,3,3
5,3,0,0,533,2007,1,74506.35,0,1,1,2,2,4
5,3,1,0,134518,1967,3,91344.69,0,1,1,1,2,2
0,3,0,0,3425,2003,4,62003.23,0,1,1,2,3,4
0,2,1,0,5940,1970,3,34893.31,0,1,0,1,3,2
5,2,1,0,2405,2011,3,78090.6,0,1,0,2,2,2
2,3,0,1,3286,2003,3,19115.29,0,1,1,2,1,3
5,2,0,0,826,1994,2,181455.34,0,1,1,1,0,4
5,0,1,0,3488,2005,4,84581.4,0,1,1,2,2,2
0,3,0,0,1588,2009,2,157353.37,0,0,0,2,0,4
5,2,0,0,779,1986,4,238788.29,0,1,0,1,0,4
5,3,1,0,1503,2001,2,115.81,0,1,1,2,1,2
0,3,1,0,1213,1989,4,84729.79,3,1,1,1,2,2
0,3,1,0,4340,1989,3,40652.86,3,1,1,1,3,2
5,2,1,0,2421,2007,2,22845.56,0,1,1,2,1,2
2,2,1,1,3236,2000,3,69738.0,0,1,1,2,3,1
0,2,0,0,5464,1998,3,75208.2,0,1,1,2,2,4
5,1,1,0,1767,1974,2,80443.23,0,0,0,1,2,2
5,1,1,0,3909,2000,4,164418.44,0,1,0,2,0,2
0,3,1,0,1826,1939,4,75377.8,0,0,1,0,2,2
5,2,0,0,5732,2007,1,160441.03,0,1,1,2,0,4
5,2,1,0,2275,1984,3,123737.54,0,1,0,1,0,2
1,0,1,0,1255,2011,4,64649.21,0,1,1,2,3,2
5,3,0,0,4951,1978,3,58992.14,0,1,1,1,3,4
5,3,0,0,2925,1949,0,91060.12,0,1,0,1,2,4
5,1,1,0,61,2007,2,205.4479,1,1,0,2,1,2
5,2,1,0,514,2004,2,40583.93,0,1,1,2,3,2
5,0,1,1,4135,1997,3,5433.58,0,1,1,2,1,1
5,3,1,1,3478,1987,4,116879.57,0,1,1,1,0,1
5,1,0,0,1850,2009,2,71328.02,0,1,0,2,2,4
2,0,0,0,1923,2010,2,92344.07,0,1,1,2,2,4
5,2,1,0,576,2006,2,121369.96,0,1,1,2,0,2
2,3,1,1,981,2011,4,409.3362,1,1,0,2,1,1
2,3,1,1,3501,1995,4,64778.1,0,1,1,1,3,1
5,3,0,0,2359,1996,1,112264.84,0,1,1,2,0,4
5,3,1,0,1915,2009,2,93604.2,0,0,1,2,2,2
5,2,0,0,9306,1991,4,105035.67,0,1,1,1,2,4
5,1,0,0,2667,2000,1,103205.45,0,1,1,2,2,4
5,2,0,0,1335,1999,2,26843.93,0,1,0,2,1,4
5,3,1,0,551,1819,2,90196.42,0,0,1,0,2,2
5,3,0,0,83259,2010,4,90403.39,0,1,0,2,2,4
2,1,0,0,1649,1999,3,90076.61,0,1,1,2,2,4
5,3,0,0,3874,1912,2,843.9736,1,1,0,0,1,4
5,0,1,0,29,2012,1,79547.27,0,1,1,2,2,2
5,2,1,0,787,2008,1,41542.44,0,1,0,2,3,2
5,2,1,0,1172,1996,4,34778.28,0,1,0,2,3,2
5,2,1,1,761,2011,4,161743.77,0,1,1,2,0,1
5,3,1,0,378,2007,2,494.7105,1,1,0,2,1,2
5,3,0,1,2373,2006,3,3567.48,0,1,1,2,1,3
5,2,0,0,3322,2001,2,49969.15,0,1,0,2,3,4
5,0,1,1,35,2002,4,51623.25,0,1,1,2,3,1
5,3,0,0,2585,2005,1,124531.35,0,1,1,2,0,4
5,2,1,0,1948,1960,2,39501.8,0,1,1,1,3,2
5,3,1,0,4231,2004,2,6008.79,0,1,1,2,1,2
2,3,1,0,1404,1916,2,30611.74,0,1,1,0,1,2
5,2,0,0,3600,1999,0,137711.11,0,1,1,2,0,4
5,3,0,0,62,1996,1,222793.7,0,0,1,2,0,4
5,3,1,0,482,1996,4,122283.58,0,0,0,2,0,2
5,3,0,0,3238,2001,1,73282.96,0,1,0,2,2,4
2,3,0,1,2098,2001,3,99668.41,0,1,1,2,2,3
5,1,1,0,704,2013,3,68322.48,0,1,0,2,3,2
